"","ymd","ym","year","code","addr_1","aptNm","jusoJibun","price","conYear","area","floor","py","cnt"
"1",2021-01-14,2021-01-01,"2021","11110","서울_종로","청운현대","서울특별시 종로구 청운동 56-45 청운현대",130000,2000,130,2,3300,1
"2",2021-01-07,2021-01-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9-1 광화문스페이스본",150000,2008,145,6,3414,1
"3",2021-01-15,2021-01-01,"2021","11110","서울_종로","경희궁의아침2단지","서울특별시 종로구 내수동 71 경희궁의아침2단지",175000,2004,175,4,3300,1
"4",2021-01-15,2021-01-01,"2021","11110","서울_종로","경희궁의아침2단지","서울특별시 종로구 내수동 71 경희궁의아침2단지",175000,2004,175,4,3300,1
"5",2021-01-17,2021-01-01,"2021","11110","서울_종로","경희궁의아침3단지","서울특별시 종로구 내수동 72 경희궁의아침3단지",180000,2004,123,13,4829,1
"6",2021-01-17,2021-01-01,"2021","11110","서울_종로","경희궁의아침3단지","서울특별시 종로구 내수동 72 경희궁의아침3단지",180000,2004,123,13,4829,1
"7",2021-01-25,2021-01-01,"2021","11110","서울_종로","대성스카이렉스","서울특별시 종로구 견지동 110 대성스카이렉스",127000,2008,150,11,2794,1
"8",2021-01-07,2021-01-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",29800,2003,46,5,2138,1
"9",2021-01-26,2021-01-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",29500,2003,46,4,2116,1
"10",2021-01-25,2021-01-01,"2021","11110","서울_종로","효성쥬얼리시티","서울특별시 종로구 인의동 48-2 효성쥬얼리시티",86500,2006,85,9,3358,1
"11",2021-01-23,2021-01-01,"2021","11110","서울_종로","CS타워","서울특별시 종로구 충신동 62-2 CS타워",15000,2011,22,7,2250,1
"12",2021-01-15,2021-01-01,"2021","11110","서울_종로","송림아마레스아파트","서울특별시 종로구 명륜1가 2-12 송림아마레스아파트",63000,2003,85,1,2446,1
"13",2021-01-12,2021-01-01,"2021","11110","서울_종로","아남1","서울특별시 종로구 명륜2가 4 아남1",110000,1995,85,7,4271,1
"14",2021-01-12,2021-01-01,"2021","11110","서울_종로","아남3","서울특별시 종로구 명륜2가 237 아남3",160000,1999,172,8,3070,1
"15",2021-01-22,2021-01-01,"2021","11110","서울_종로","아남3","서울특별시 종로구 명륜2가 237 아남3",160000,1999,172,8,3070,1
"16",2021-01-02,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",65000,1993,65,14,3300,1
"17",2021-01-02,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",88000,1993,116,2,2503,1
"18",2021-01-16,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",67500,1993,65,7,3427,1
"19",2021-01-16,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",74000,1993,80,14,3052,1
"20",2021-01-18,2021-01-01,"2021","11110","서울_종로","일우","서울특별시 종로구 창신동 602 일우",31000,2002,59,4,1734,1
"21",2021-01-19,2021-01-01,"2021","11110","서울_종로","두산","서울특별시 종로구 창신동 232 두산",92000,1999,85,5,3572,1
"22",2021-01-21,2021-01-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",73000,1992,80,2,3011,1
"23",2021-01-23,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",64000,1993,65,4,3249,1
"24",2021-01-23,2021-01-01,"2021","11110","서울_종로","창신이수","서울특별시 종로구 창신동 23-816 창신이수",83500,2003,84,9,3280,1
"25",2021-01-25,2021-01-01,"2021","11110","서울_종로","두산","서울특별시 종로구 창신동 232 두산",102000,1999,85,6,3960,1
"26",2021-01-26,2021-01-01,"2021","11110","서울_종로","창림","서울특별시 종로구 창신동 639-20 창림",32000,1994,60,4,1760,1
"27",2021-01-27,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",61500,1993,55,8,3690,1
"28",2021-01-28,2021-01-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",74000,1993,80,7,3052,1
"29",2021-01-29,2021-01-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",63500,1992,55,9,3810,1
"30",2021-01-04,2021-01-01,"2021","11110","서울_종로","롯데캐슬천지인","서울특별시 종로구 숭인동 76 롯데캐슬천지인",107750,2004,112,5,3175,1
"31",2021-01-11,2021-01-01,"2021","11110","서울_종로","종로청계힐스테이트","서울특별시 종로구 숭인동 766 종로청계힐스테이트",84000,2009,60,8,4620,1
"32",2021-01-13,2021-01-01,"2021","11110","서울_종로","종로동광모닝스카이","서울특별시 종로구 숭인동 1421-1 종로동광모닝스카이",10800,2013,16,11,2228,1
"33",2021-01-14,2021-01-01,"2021","11110","서울_종로","종로센트레빌","서울특별시 종로구 숭인동 2-1 종로센트레빌",81000,2008,60,3,4455,1
"34",2021-01-25,2021-01-01,"2021","11110","서울_종로","할리우드파크아파트","서울특별시 종로구 숭인동 56-135 할리우드파크아파트",52000,2014,75,4,2288,1
"35",2021-01-30,2021-01-01,"2021","11110","서울_종로","할리우드파크아파트","서울특별시 종로구 숭인동 56-135 할리우드파크아파트",53000,2014,70,2,2499,1
"36",2021-01-30,2021-01-01,"2021","11110","서울_종로","삼전솔하임4차","서울특별시 종로구 숭인동 318-2 삼전솔하임4차",12000,2014,15,14,2640,1
"37",2021-01-07,2021-01-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 평동 233 경희궁자이",190000,2017,85,7,7376,1
"38",2021-01-09,2021-01-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",175000,2017,85,4,6794,1
"39",2021-01-09,2021-01-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",175000,2017,85,4,6794,1
"40",2021-01-16,2021-01-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 교북동 126 경희궁자이",114000,2017,46,17,8178,1
"41",2021-01-23,2021-01-01,"2021","11110","서울_종로","대성아파트","서울특별시 종로구 행촌동 41-1 대성아파트",16000,1971,30,1,1760,1
"42",2021-01-09,2021-01-01,"2021","11110","서울_종로","삼성","서울특별시 종로구 평창동 596 삼성",70000,1998,85,6,2718,1
"43",2021-01-12,2021-01-01,"2021","11110","서울_종로","엘리시아","서울특별시 종로구 평창동 66-1 엘리시아",123000,2009,236,5,1720,1
"44",2021-01-18,2021-01-01,"2021","11110","서울_종로","일성빌라트","서울특별시 종로구 평창동 145-5 일성빌라트",67900,1996,85,5,2636,1
"45",2021-01-02,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",112400,2000,85,6,4364,1
"46",2021-01-02,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",112400,2000,85,6,4364,1
"47",2021-01-09,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",89970,2000,60,4,4948,1
"48",2021-01-09,2021-01-01,"2021","11110","서울_종로","인왕산2차아이파크","서울특별시 종로구 무악동 88 인왕산2차아이파크",125000,2015,84,4,4911,1
"49",2021-01-14,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",116000,2000,85,14,4504,1
"50",2021-01-15,2021-01-01,"2021","11110","서울_종로","경희궁롯데캐슬","서울특별시 종로구 무악동 89 경희궁롯데캐슬",138000,2019,60,4,7590,1
"51",2021-01-17,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",86470,2000,60,1,4756,1
"52",2021-01-17,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",86500,2000,60,1,4758,1
"53",2021-01-22,2021-01-01,"2021","11110","서울_종로","경희궁롯데캐슬","서울특별시 종로구 무악동 89 경희궁롯데캐슬",135000,2019,60,13,7425,1
"54",2021-01-27,2021-01-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",120000,2008,115,9,3443,1
"55",2021-01-30,2021-01-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",109990,2000,85,9,4270,1
"56",2021-02-06,2021-02-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",155000,2008,126,1,4060,1
"57",2021-02-17,2021-02-01,"2021","11110","서울_종로","경희궁의아침4단지","서울특별시 종로구 내수동 73 경희궁의아침4단지",169000,2004,124,8,4498,1
"58",2021-02-24,2021-02-01,"2021","11110","서울_종로","로얄팰리스스위트","서울특별시 종로구 수송동 85 로얄팰리스스위트",74000,2005,83,13,2942,1
"59",2021-02-18,2021-02-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",32000,2003,47,3,2247,1
"60",2021-02-22,2021-02-01,"2021","11110","서울_종로","효성쥬얼리시티","서울특별시 종로구 인의동 48-2 효성쥬얼리시티",87500,2006,85,7,3397,1
"61",2021-02-05,2021-02-01,"2021","11110","서울_종로","CS타워","서울특별시 종로구 충신동 62-2 CS타워",15000,2011,22,13,2250,1
"62",2021-02-01,2021-02-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",66500,1992,55,4,3990,1
"63",2021-02-02,2021-02-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",79400,1992,80,6,3275,1
"64",2021-02-04,2021-02-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",77800,1993,80,14,3209,1
"65",2021-02-06,2021-02-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",68000,1993,65,8,3452,1
"66",2021-02-22,2021-02-01,"2021","11110","서울_종로","창신이수","서울특별시 종로구 창신동 23-816 창신이수",74800,2003,68,6,3630,1
"67",2021-02-28,2021-02-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",64000,1992,55,10,3840,1
"68",2021-02-28,2021-02-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",54000,1992,55,10,3240,1
"69",2021-02-04,2021-02-01,"2021","11110","서울_종로","종로청계힐스테이트","서울특별시 종로구 숭인동 766 종로청계힐스테이트",104000,2009,85,14,4038,1
"70",2021-02-06,2021-02-01,"2021","11110","서울_종로","종로청계힐스테이트","서울특별시 종로구 숭인동 766 종로청계힐스테이트",92400,2009,60,6,5082,1
"71",2021-02-27,2021-02-01,"2021","11110","서울_종로","종로센트레빌","서울특별시 종로구 숭인동 2-1 종로센트레빌",98000,2008,60,8,5390,1
"72",2021-02-27,2021-02-01,"2021","11110","서울_종로","삼전솔하임2차","서울특별시 종로구 숭인동 296-19 삼전솔하임2차",10300,2012,17,4,1999,1
"73",2021-02-27,2021-02-01,"2021","11110","서울_종로","동문","서울특별시 종로구 숭인동 482 동문",36000,2002,60,1,1980,1
"74",2021-02-15,2021-02-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 평동 233 경희궁자이",185000,2017,85,17,7182,1
"75",2021-02-24,2021-02-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",185000,2017,85,21,7182,1
"76",2021-02-05,2021-02-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 교북동 126 경희궁자이",85500,2017,37,2,7626,1
"77",2021-02-06,2021-02-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 교북동 126 경희궁자이",85900,2017,37,8,7661,1
"78",2021-02-20,2021-02-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 교북동 126 경희궁자이",89500,2017,37,11,7982,1
"79",2021-02-16,2021-02-01,"2021","11110","서울_종로","대성아파트","서울특별시 종로구 행촌동 41-1 대성아파트",23000,1971,45,1,1687,1
"80",2021-02-01,2021-02-01,"2021","11110","서울_종로","밀레니엄","서울특별시 종로구 평창동 179-5 밀레니엄",74000,2017,108,3,2261,1
"81",2021-02-09,2021-02-01,"2021","11110","서울_종로","형우럭스빌","서울특별시 종로구 평창동 33-1 형우럭스빌",44000,2005,92,5,1578,1
"82",2021-02-09,2021-02-01,"2021","11110","서울_종로","삼성","서울특별시 종로구 평창동 596 삼성",54000,1998,60,10,2970,1
"83",2021-02-10,2021-02-01,"2021","11110","서울_종로","롯데낙천대","서울특별시 종로구 평창동 72 롯데낙천대",105000,2001,133,5,2605,1
"84",2021-02-10,2021-02-01,"2021","11110","서울_종로","롯데낙천대","서울특별시 종로구 평창동 72 롯데낙천대",108000,2001,111,8,3211,1
"85",2021-02-10,2021-02-01,"2021","11110","서울_종로","부암스카이뷰","서울특별시 종로구 부암동 218-1 부암스카이뷰",50000,2004,81,5,2037,1
"86",2021-02-02,2021-02-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",119950,2000,85,15,4657,1
"87",2021-02-13,2021-02-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",119960,2000,85,4,4657,1
"88",2021-02-16,2021-02-01,"2021","11110","서울_종로","경희궁롯데캐슬","서울특별시 종로구 무악동 89 경희궁롯데캐슬",163000,2019,85,5,6328,1
"89",2021-02-19,2021-02-01,"2021","11110","서울_종로","인왕산2차아이파크","서울특별시 종로구 무악동 88 인왕산2차아이파크",126000,2015,84,12,4950,1
"90",2021-02-20,2021-02-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",140000,2008,115,11,4017,1
"91",2021-02-20,2021-02-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",120000,2008,85,2,4659,1
"92",2021-02-20,2021-02-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",124950,2000,85,10,4851,1
"93",2021-02-25,2021-02-01,"2021","11110","서울_종로","경희궁롯데캐슬","서울특별시 종로구 무악동 89 경희궁롯데캐슬",151000,2019,85,1,5862,1
"94",2021-02-27,2021-02-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",120000,2008,85,2,4659,1
"95",2021-02-28,2021-02-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",130000,2008,85,13,5047,1
"96",2021-02-28,2021-02-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",144000,2008,85,13,5591,1
"97",2021-03-03,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",155000,2008,159,7,3217,1
"98",2021-03-06,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",134000,2008,96,5,4606,1
"99",2021-03-06,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",134500,2008,96,5,4623,1
"100",2021-03-13,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",144000,2008,108,5,4400,1
"101",2021-03-13,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",144000,2008,108,5,4400,1
"102",2021-03-20,2021-03-01,"2021","11110","서울_종로","광화문스페이스본","서울특별시 종로구 사직동 9 광화문스페이스본",184000,2008,159,5,3819,1
"103",2021-03-11,2021-03-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",33000,2003,49,6,2222,1
"104",2021-03-22,2021-03-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",26000,2003,36,6,2383,1
"105",2021-03-24,2021-03-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",25000,2003,46,3,1793,1
"106",2021-03-29,2021-03-01,"2021","11110","서울_종로","현대뜨레비앙","서울특별시 종로구 익선동 55 현대뜨레비앙",30000,2003,47,4,2106,1
"107",2021-03-05,2021-03-01,"2021","11110","서울_종로","효성쥬얼리시티","서울특별시 종로구 인의동 48-2 효성쥬얼리시티",78000,2006,85,8,3028,1
"108",2021-03-15,2021-03-01,"2021","11110","서울_종로","포레스트힐시티","서울특별시 종로구 효제동 65-2 포레스트힐시티",26000,2017,22,11,3900,1
"109",2021-03-03,2021-03-01,"2021","11110","서울_종로","렉스빌","서울특별시 종로구 명륜1가 19 렉스빌",91000,2006,108,7,2781,1
"110",2021-03-17,2021-03-01,"2021","11110","서울_종로","송림아마레스아파트","서울특별시 종로구 명륜1가 2-12 송림아마레스아파트",48000,2003,53,6,2989,1
"111",2021-03-17,2021-03-01,"2021","11110","서울_종로","아남1","서울특별시 종로구 명륜2가 4 아남1",107500,1995,85,19,4174,1
"112",2021-03-31,2021-03-01,"2021","11110","서울_종로","아남1","서울특별시 종로구 명륜2가 4 아남1",109250,1995,85,9,4241,1
"113",2021-03-01,2021-03-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",66000,1993,65,4,3351,1
"114",2021-03-01,2021-03-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",89700,1993,107,11,2766,1
"115",2021-03-13,2021-03-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",68500,1992,55,10,4110,1
"116",2021-03-15,2021-03-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",98500,1992,107,12,3038,1
"117",2021-03-17,2021-03-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",80000,1993,80,7,3300,1
"118",2021-03-20,2021-03-01,"2021","11110","서울_종로","창신쌍용2","서울특별시 종로구 창신동 703 창신쌍용2",63300,1993,55,4,3798,1
"119",2021-03-25,2021-03-01,"2021","11110","서울_종로","덕산","서울특별시 종로구 창신동 639-50 덕산",53000,1999,59,4,2964,1
"120",2021-03-25,2021-03-01,"2021","11110","서울_종로","덕산","서울특별시 종로구 창신동 639-50 덕산",53000,1999,59,4,2964,1
"121",2021-03-26,2021-03-01,"2021","11110","서울_종로","두산","서울특별시 종로구 창신동 232 두산",79500,1999,60,14,4372,1
"122",2021-03-26,2021-03-01,"2021","11110","서울_종로","창신쌍용1","서울특별시 종로구 창신동 702 창신쌍용1",86500,1992,80,13,3568,1
"123",2021-03-11,2021-03-01,"2021","11110","서울_종로","종로동광모닝스카이","서울특별시 종로구 숭인동 1421-1 종로동광모닝스카이",11450,2013,16,12,2362,1
"124",2021-03-12,2021-03-01,"2021","11110","서울_종로","롯데캐슬천지인","서울특별시 종로구 숭인동 76 롯데캐슬천지인",104500,2004,85,20,4057,1
"125",2021-03-15,2021-03-01,"2021","11110","서울_종로","종로유케이201","서울특별시 종로구 숭인동 201-11 종로유케이201",11000,2013,12,12,3025,1
"126",2021-03-23,2021-03-01,"2021","11110","서울_종로","동문A","서울특별시 종로구 숭인동 545 동문A",31000,1996,59,2,1734,1
"127",2021-03-28,2021-03-01,"2021","11110","서울_종로","삼전솔하임4차","서울특별시 종로구 숭인동 318-2 삼전솔하임4차",12250,2014,15,12,2695,1
"128",2021-03-18,2021-03-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 평동 233 경희궁자이",151000,2017,60,2,8305,1
"129",2021-03-07,2021-03-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",175000,2017,85,4,6794,1
"130",2021-03-08,2021-03-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",220000,2017,102,6,7118,1
"131",2021-03-11,2021-03-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",160000,2017,60,13,8800,1
"132",2021-03-31,2021-03-01,"2021","11110","서울_종로","경희궁자이","서울특별시 종로구 홍파동 199 경희궁자이",192000,2017,85,15,7454,1
"133",2021-03-11,2021-03-01,"2021","11110","서울_종로","대성아파트","서울특별시 종로구 행촌동 41-1 대성아파트",7500,1971,19,1,1303,1
"134",2021-03-10,2021-03-01,"2021","11110","서울_종로","엘리시아","서울특별시 종로구 평창동 66-1 엘리시아",125000,2009,213,2,1937,1
"135",2021-03-13,2021-03-01,"2021","11110","서울_종로","밀레니엄","서울특별시 종로구 평창동 179-5 밀레니엄",65000,2017,84,3,2554,1
"136",2021-03-19,2021-03-01,"2021","11110","서울_종로","삼성","서울특별시 종로구 평창동 596 삼성",50000,1998,85,1,1941,1
"137",2021-03-23,2021-03-01,"2021","11110","서울_종로","엘리시아","서울특별시 종로구 평창동 66-1 엘리시아",120000,2009,200,1,1980,1
"138",2021-03-25,2021-03-01,"2021","11110","서울_종로","일성빌라트","서울특별시 종로구 평창동 145-5 일성빌라트",51500,1996,60,2,2832,1
"139",2021-03-19,2021-03-01,"2021","11110","서울_종로","부암스카이뷰","서울특별시 종로구 부암동 218-1 부암스카이뷰",48500,2004,81,5,1976,1
"140",2021-03-01,2021-03-01,"2021","11110","서울_종로","구암하이빌","서울특별시 종로구 신영동 105-22 구암하이빌",45000,2002,85,3,1747,1
"141",2021-03-06,2021-03-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",139800,2008,85,8,5428,1
"142",2021-03-06,2021-03-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",139800,2008,85,8,5428,1
"143",2021-03-06,2021-03-01,"2021","11110","서울_종로","인왕산아이파크","서울특별시 종로구 무악동 60 인왕산아이파크",165000,2008,157,7,3468,1
"144",2021-03-11,2021-03-01,"2021","11110","서울_종로","현대","서울특별시 종로구 무악동 82 현대",144950,2000,115,19,4159,1
"145",2021-01-04,2021-01-01,"2021","11140","서울_중구","삼풍","서울특별시 중구 회현동1가 146-1 삼풍",36000,1975,66,4,1800,1
"146",2021-01-08,2021-01-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",170000,2011,134,26,4187,1
"147",2021-01-08,2021-01-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",170000,2011,134,26,4187,1
"148",2021-01-12,2021-01-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",148000,2011,113,25,4322,1
"149",2021-01-16,2021-01-01,"2021","11140","서울_중구","남산SKLEADERSVIEW","서울특별시 중구 회현동1가 206 남산SKLEADERSVIEW",180000,2010,206,15,2883,1
"150",2021-01-20,2021-01-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",67000,2011,34,25,6503,1
"151",2021-01-19,2021-01-01,"2021","11140","서울_중구","쌍용남산플래티넘","서울특별시 중구 회현동2가 87 쌍용남산플래티넘",185000,2010,177,11,3449,1
"152",2021-01-04,2021-01-01,"2021","11140","서울_중구","충무로엘크루메크로시티2","서울특별시 중구 충무로5가 36-2 충무로엘크루메크로시티2",22000,2016,23,3,3157,1
"153",2021-01-05,2021-01-01,"2021","11140","서울_중구","충무로헤센스마트","서울특별시 중구 충무로5가 90 충무로헤센스마트",40000,2018,41,2,3220,1
"154",2021-01-27,2021-01-01,"2021","11140","서울_중구","묵정","서울특별시 중구 묵정동 11-67 묵정",40000,1981,52,7,2538,1
"155",2021-01-02,2021-01-01,"2021","11140","서울_중구","남산타운","서울특별시 중구 신당동 844 남산타운",103500,2002,60,13,5692,1
"156",2021-01-02,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",87000,1999,60,2,4785,1
"157",2021-01-04,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",134000,1999,85,19,5202,1
"158",2021-01-04,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",134000,1999,85,19,5202,1
"159",2021-01-04,2021-01-01,"2021","11140","서울_중구","청구e편한세상","서울특별시 중구 신당동 852 청구e편한세상",148500,2011,85,13,5765,1
"160",2021-01-05,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",118000,1999,85,15,4581,1
"161",2021-01-05,2021-01-01,"2021","11140","서울_중구","청구e편한세상","서울특별시 중구 신당동 852 청구e편한세상",140000,2011,85,3,5435,1
"162",2021-01-06,2021-01-01,"2021","11140","서울_중구","유정","서울특별시 중구 신당동 432-1970 유정",9900,2001,29,1,1127,1
"163",2021-01-09,2021-01-01,"2021","11140","서울_중구","대성드림","서울특별시 중구 신당동 290-52 대성드림",72000,2002,84,1,2829,1
"164",2021-01-10,2021-01-01,"2021","11140","서울_중구","현대","서울특별시 중구 신당동 840 현대",89500,1993,84,12,3516,1
"165",2021-01-10,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",122000,1999,85,13,4736,1
"166",2021-01-11,2021-01-01,"2021","11140","서울_중구","현대","서울특별시 중구 신당동 840 현대",89000,1993,84,15,3496,1
"167",2021-01-11,2021-01-01,"2021","11140","서울_중구","래미안하이베르","서울특별시 중구 신당동 851 래미안하이베르",126000,2011,85,5,4892,1
"168",2021-01-15,2021-01-01,"2021","11140","서울_중구","남산타운","서울특별시 중구 신당동 844 남산타운",143500,2002,85,6,5571,1
"169",2021-01-16,2021-01-01,"2021","11140","서울_중구","신당푸르지오","서울특별시 중구 신당동 850 신당푸르지오",130000,2005,114,6,3763,1
"170",2021-01-16,2021-01-01,"2021","11140","서울_중구","남산타운","서울특별시 중구 신당동 844 남산타운",135000,2002,85,10,5241,1
"171",2021-01-17,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",134500,1999,85,10,5222,1
"172",2021-01-19,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",114000,1999,85,11,4426,1
"173",2021-01-19,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",94000,1999,58,12,5348,1
"174",2021-01-20,2021-01-01,"2021","11140","서울_중구","신신","서울특별시 중구 신당동 432-1957 신신",27500,2001,56,5,1621,1
"175",2021-01-20,2021-01-01,"2021","11140","서울_중구","남산타운","서울특별시 중구 신당동 844 남산타운",148000,2002,115,1,4247,1
"176",2021-01-20,2021-01-01,"2021","11140","서울_중구","청구e편한세상","서울특별시 중구 신당동 852 청구e편한세상",173000,2011,118,13,4838,1
"177",2021-01-21,2021-01-01,"2021","11140","서울_중구","래미안하이베르","서울특별시 중구 신당동 851 래미안하이베르",130000,2011,85,10,5047,1
"178",2021-01-21,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",125000,1999,115,8,3587,1
"179",2021-01-23,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",85000,1999,58,3,4836,1
"180",2021-01-23,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",105000,1999,85,9,4076,1
"181",2021-01-25,2021-01-01,"2021","11140","서울_중구","타워","서울특별시 중구 신당동 294-12 타워",80000,2002,99,6,2667,1
