"","ymd","ym","year","code","addr_1","aptNm","jusoJibun","price","conYear","area","floor","py","cnt"
"10442",2021-02-05,2021-02-01,"2021","11590","서울_동작","경동윈츠리버","서울특별시 동작구 본동 484 경동윈츠리버",86000,2004,57,11,4979,1
"10443",2021-02-17,2021-02-01,"2021","11590","서울_동작","삼성래미안","서울특별시 동작구 본동 492 삼성래미안",110000,2004,84,1,4321,1
"10444",2021-02-20,2021-02-01,"2021","11590","서울_동작","래미안트윈파크","서울특별시 동작구 본동 494 래미안트윈파크",152000,2011,85,2,5901,1
"10445",2021-02-20,2021-02-01,"2021","11590","서울_동작","신동아","서울특별시 동작구 본동 481 신동아",119000,1993,105,11,3740,1
"10446",2021-02-26,2021-02-01,"2021","11590","서울_동작","신동아","서울특별시 동작구 본동 481 신동아",113000,1993,105,2,3551,1
"10447",2021-02-03,2021-02-01,"2021","11590","서울_동작","아크로리버하임","서울특별시 동작구 흑석동 341 아크로리버하임",191000,2019,85,4,7415,1
"10448",2021-02-03,2021-02-01,"2021","11590","서울_동작","아크로리버하임","서울특별시 동작구 흑석동 341 아크로리버하임",2e+05,2019,85,4,7765,1
"10449",2021-02-06,2021-02-01,"2021","11590","서울_동작","흑석한강센트레빌","서울특별시 동작구 흑석동 335 흑석한강센트레빌",197000,2011,115,8,5653,1
"10450",2021-02-07,2021-02-01,"2021","11590","서울_동작","아크로리버하임","서울특별시 동작구 흑석동 341 아크로리버하임",209000,2019,85,3,8114,1
"10451",2021-02-07,2021-02-01,"2021","11590","서울_동작","흑석동양아파트","서울특별시 동작구 흑석동 328 흑석동양아파트",117000,2003,85,7,4542,1
"10452",2021-02-10,2021-02-01,"2021","11590","서울_동작","우리유앤미","서울특별시 동작구 흑석동 329 우리유앤미",93500,2003,84,1,3673,1
"10453",2021-02-15,2021-02-01,"2021","11590","서울_동작","흑석한강센트레빌Ⅱ","서울특별시 동작구 흑석동 339 흑석한강센트레빌Ⅱ",163500,2012,85,8,6348,1
"10454",2021-02-15,2021-02-01,"2021","11590","서울_동작","흑석한강센트레빌Ⅱ","서울특별시 동작구 흑석동 339 흑석한강센트레빌Ⅱ",164500,2012,85,9,6386,1
"10455",2021-02-19,2021-02-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",168000,1988,114,6,4863,1
"10456",2021-02-19,2021-02-01,"2021","11590","서울_동작","흑석한강푸르지오","서울특별시 동작구 흑석동 336 흑석한강푸르지오",161000,2012,85,11,6251,1
"10457",2021-02-23,2021-02-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",140500,1988,66,3,7025,1
"10458",2021-02-23,2021-02-01,"2021","11590","서울_동작","흑석한강푸르지오","서울특별시 동작구 흑석동 336 흑석한강푸르지오",154000,2012,85,4,5979,1
"10459",2021-02-24,2021-02-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",149000,1988,83,8,5924,1
"10460",2021-02-27,2021-02-01,"2021","11590","서울_동작","흑석한강센트레빌Ⅱ","서울특별시 동작구 흑석동 339 흑석한강센트레빌Ⅱ",166500,2012,85,15,6464,1
"10461",2021-02-02,2021-02-01,"2021","11590","서울_동작","대림","서울특별시 동작구 사당동 169-8 대림",143000,1990,85,6,5552,1
"10462",2021-02-02,2021-02-01,"2021","11590","서울_동작","래미안로이파크","서울특별시 동작구 사당동 1159 래미안로이파크",165000,2018,85,3,6406,1
"10463",2021-02-03,2021-02-01,"2021","11590","서울_동작","삼성","서울특별시 동작구 사당동 1140 삼성",96000,1999,85,8,3727,1
"10464",2021-02-04,2021-02-01,"2021","11590","서울_동작","이수자이","서울특별시 동작구 사당동 147-29 이수자이",135000,2010,92,16,4842,1
"10465",2021-02-05,2021-02-01,"2021","11590","서울_동작","이수자이","서울특별시 동작구 사당동 147-29 이수자이",165000,2010,114,22,4776,1
"10466",2021-02-06,2021-02-01,"2021","11590","서울_동작","경남아너스빌1차","서울특별시 동작구 사당동 1134 경남아너스빌1차",107500,1997,114,3,3112,1
"10467",2021-02-06,2021-02-01,"2021","11590","서울_동작","사당자이","서울특별시 동작구 사당동 1139 사당자이",82000,1999,60,18,4510,1
"10468",2021-02-07,2021-02-01,"2021","11590","서울_동작","이수자이","서울특별시 동작구 사당동 147-29 이수자이",177000,2010,150,10,3894,1
"10469",2021-02-08,2021-02-01,"2021","11590","서울_동작","삼호그린","서울특별시 동작구 사당동 1138 삼호그린",78000,1999,60,14,4290,1
"10470",2021-02-09,2021-02-01,"2021","11590","서울_동작","신동아4","서울특별시 동작구 사당동 105 신동아4",88900,1993,47,11,6242,1
"10471",2021-02-09,2021-02-01,"2021","11590","서울_동작","사당롯데캐슬2차","서울특별시 동작구 사당동 1149 사당롯데캐슬2차",115000,2004,85,8,4465,1
"10472",2021-02-09,2021-02-01,"2021","11590","서울_동작","래미안로이파크","서울특별시 동작구 사당동 1159 래미안로이파크",165800,2018,85,4,6437,1
"10473",2021-02-09,2021-02-01,"2021","11590","서울_동작","삼익그린뷰","서울특별시 동작구 사당동 1150 삼익그린뷰",77000,2003,85,13,2989,1
"10474",2021-02-10,2021-02-01,"2021","11590","서울_동작","삼성래미안","서울특별시 동작구 사당동 1133 삼성래미안",120000,2003,85,14,4659,1
"10475",2021-02-10,2021-02-01,"2021","11590","서울_동작","삼익그린뷰","서울특별시 동작구 사당동 1150 삼익그린뷰",82500,2003,110,2,2475,1
"10476",2021-02-10,2021-02-01,"2021","11590","서울_동작","사당우성3","서울특별시 동작구 사당동 105 사당우성3",76000,1993,47,8,5336,1
"10477",2021-02-16,2021-02-01,"2021","11590","서울_동작","남해오네뜨","서울특별시 동작구 사당동 1143 남해오네뜨",97500,2002,85,10,3785,1
"10478",2021-02-19,2021-02-01,"2021","11590","서울_동작","사당휴먼시아","서울특별시 동작구 사당동 1154 사당휴먼시아",97500,2009,85,4,3785,1
"10479",2021-02-20,2021-02-01,"2021","11590","서울_동작","남해오네뜨","서울특별시 동작구 사당동 1143 남해오네뜨",75000,2002,60,4,4125,1
"10480",2021-02-21,2021-02-01,"2021","11590","서울_동작","두산위브트레지움","서울특별시 동작구 사당동 1131 두산위브트레지움",127500,2011,60,22,7012,1
"10481",2021-02-23,2021-02-01,"2021","11590","서울_동작","진흥아리엘","서울특별시 동작구 사당동 1142 진흥아리엘",70000,2004,85,4,2718,1
"10482",2021-02-24,2021-02-01,"2021","11590","서울_동작","신동아4","서울특별시 동작구 사당동 105 신동아4",108500,1993,60,13,5967,1
"10483",2021-02-25,2021-02-01,"2021","11590","서울_동작","제일","서울특별시 동작구 사당동 240-15 제일",79000,1987,60,6,4345,1
"10484",2021-02-27,2021-02-01,"2021","11590","서울_동작","신동아4","서울특별시 동작구 사당동 105 신동아4",86200,1993,47,4,6052,1
"10485",2021-02-27,2021-02-01,"2021","11590","서울_동작","사당우성2","서울특별시 동작구 사당동 105 사당우성2",114900,1993,60,7,6320,1
"10486",2021-02-27,2021-02-01,"2021","11590","서울_동작","현대","서울특별시 동작구 사당동 169-32 현대",76500,1991,60,4,4208,1
"10487",2021-02-27,2021-02-01,"2021","11590","서울_동작","사당자이","서울특별시 동작구 사당동 1139 사당자이",88000,1999,60,5,4840,1
"10488",2021-02-28,2021-02-01,"2021","11590","서울_동작","경남아너스빌","서울특별시 동작구 사당동 1136 경남아너스빌",67000,1998,43,11,5142,1
"10489",2021-02-01,2021-02-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",1e+05,1993,60,14,5500,1
"10490",2021-02-01,2021-02-01,"2021","11590","서울_동작","주공2","서울특별시 동작구 대방동 503 주공2",95000,1995,60,8,5225,1
"10491",2021-02-02,2021-02-01,"2021","11590","서울_동작","대방","서울특별시 동작구 대방동 375-22 대방",60000,2003,96,2,2062,1
"10492",2021-02-02,2021-02-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",150000,1993,134,16,3694,1
"10493",2021-02-02,2021-02-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",94800,1993,60,3,5214,1
"10494",2021-02-06,2021-02-01,"2021","11590","서울_동작","신일해피트리","서울특별시 동작구 대방동 510 신일해피트리",77200,2005,60,2,4246,1
"10495",2021-02-06,2021-02-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",95000,1993,60,3,5225,1
"10496",2021-02-17,2021-02-01,"2021","11590","서울_동작","한국개나리","서울특별시 동작구 대방동 504 한국개나리",79500,1997,85,18,3086,1
"10497",2021-02-01,2021-02-01,"2021","11590","서울_동작","롯데낙천대","서울특별시 동작구 신대방동 713 롯데낙천대",110000,2003,80,4,4538,1
"10498",2021-02-02,2021-02-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",92700,1996,85,2,3599,1
"10499",2021-02-04,2021-02-01,"2021","11590","서울_동작","보라매삼성쉐르빌","서울특별시 동작구 신대방동 395-66 보라매삼성쉐르빌",115000,2003,121,16,3136,1
"10500",2021-02-04,2021-02-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",99000,1996,85,16,3844,1
"10501",2021-02-09,2021-02-01,"2021","11590","서울_동작","엘리스","서울특별시 동작구 신대방동 366-176 엘리스",41800,2002,82,4,1682,1
"10502",2021-02-17,2021-02-01,"2021","11590","서울_동작","경남교수","서울특별시 동작구 신대방동 710 경남교수",122000,2001,114,7,3532,1
"10503",2021-02-19,2021-02-01,"2021","11590","서울_동작","롯데낙천대","서울특별시 동작구 신대방동 713 롯데낙천대",88400,2003,55,13,5304,1
"10504",2021-02-23,2021-02-01,"2021","11590","서울_동작","벽산","서울특별시 동작구 신대방동 709 벽산",74600,1997,60,15,4103,1
"10505",2021-02-25,2021-02-01,"2021","11590","서울_동작","우성1","서울특별시 동작구 신대방동 565 우성1",1e+05,1988,67,9,4925,1
"10506",2021-02-27,2021-02-01,"2021","11590","서울_동작","우성1","서울특별시 동작구 신대방동 565 우성1",119500,1988,85,13,4639,1
"10507",2021-02-27,2021-02-01,"2021","11590","서울_동작","롯데낙천대","서울특별시 동작구 신대방동 713 롯데낙천대",108000,2003,80,5,4455,1
"10508",2021-02-27,2021-02-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",99900,1996,85,10,3878,1
"10509",2021-03-04,2021-03-01,"2021","11590","서울_동작","메가스터디타워","서울특별시 동작구 노량진동 57-1 메가스터디타워",24700,2015,22,8,3705,1
"10510",2021-03-05,2021-03-01,"2021","11590","서울_동작","신동아리버파크","서울특별시 동작구 노량진동 325 신동아리버파크",129000,2001,115,22,3702,1
"10511",2021-03-05,2021-03-01,"2021","11590","서울_동작","신동아리버파크","서울특별시 동작구 노량진동 325 신동아리버파크",129000,2001,115,22,3702,1
"10512",2021-03-13,2021-03-01,"2021","11590","서울_동작","우성","서울특별시 동작구 노량진동 323 우성",91500,1997,60,11,5032,1
"10513",2021-03-19,2021-03-01,"2021","11590","서울_동작","메가스터디타워","서울특별시 동작구 노량진동 57-1 메가스터디타워",16000,2015,16,10,3300,1
"10514",2021-03-20,2021-03-01,"2021","11590","서울_동작","신동아리버파크","서울특별시 동작구 노량진동 325 신동아리버파크",108500,2001,85,4,4212,1
"10515",2021-03-23,2021-03-01,"2021","11590","서울_동작","신동아리버파크","서울특별시 동작구 노량진동 325 신동아리버파크",129000,2001,115,22,3702,1
"10516",2021-03-23,2021-03-01,"2021","11590","서울_동작","신동아리버파크","서울특별시 동작구 노량진동 325 신동아리버파크",106000,2001,85,10,4115,1
"10517",2021-03-29,2021-03-01,"2021","11590","서울_동작","메가스터디타워","서울특별시 동작구 노량진동 57-1 메가스터디타워",25500,2015,22,10,3825,1
"10518",2021-03-01,2021-03-01,"2021","11590","서울_동작","힐스테이트 상도 센트럴파크","서울특별시 동작구 상도동 531 힐스테이트 상도 센트럴파크",150000,2012,85,6,5824,1
"10519",2021-03-02,2021-03-01,"2021","11590","서울_동작","다온아파트","서울특별시 동작구 상도동 256-28 다온아파트",42000,2017,49,3,2829,1
"10520",2021-03-02,2021-03-01,"2021","11590","서울_동작","힐스테이트 상도 센트럴파크","서울특별시 동작구 상도동 531 힐스테이트 상도 센트럴파크",150000,2012,85,15,5824,1
"10521",2021-03-05,2021-03-01,"2021","11590","서울_동작","중앙하이츠빌","서울특별시 동작구 상도동 415 중앙하이츠빌",117000,2003,124,10,3114,1
"10522",2021-03-07,2021-03-01,"2021","11590","서울_동작","경향렉스빌","서울특별시 동작구 상도동 445 경향렉스빌",70000,2002,59,15,3915,1
"10523",2021-03-11,2021-03-01,"2021","11590","서울_동작","이수브라운스톤상도","서울특별시 동작구 상도동 527 이수브라운스톤상도",126000,2007,85,4,4892,1
"10524",2021-03-11,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 상도동 411 대림아파트",89000,1995,85,8,3455,1
"10525",2021-03-12,2021-03-01,"2021","11590","서울_동작","성우","서울특별시 동작구 상도동 380-1 성우",25000,1993,69,3,1196,1
"10526",2021-03-13,2021-03-01,"2021","11590","서울_동작","힐스테이트 상도 프레스티지","서울특별시 동작구 상도동 533 힐스테이트 상도 프레스티지",134500,2013,85,1,5222,1
"10527",2021-03-15,2021-03-01,"2021","11590","서울_동작","상도동삼호아파트","서울특별시 동작구 상도동 408 상도동삼호아파트",98000,1994,85,15,3805,1
"10528",2021-03-15,2021-03-01,"2021","11590","서울_동작","상도팰리스","서울특별시 동작구 상도동 460 상도팰리스",89000,2006,85,8,3455,1
"10529",2021-03-15,2021-03-01,"2021","11590","서울_동작","경향렉스빌","서울특별시 동작구 상도동 445 경향렉스빌",68500,2002,59,16,3831,1
"10530",2021-03-16,2021-03-01,"2021","11590","서울_동작","대우유로카운티","서울특별시 동작구 상도동 420 대우유로카운티",1e+05,2003,134,11,2463,1
"10531",2021-03-17,2021-03-01,"2021","11590","서울_동작","e편한세상상도노빌리티","서울특별시 동작구 상도동 903 e편한세상상도노빌리티",130020,2018,85,8,5048,1
"10532",2021-03-17,2021-03-01,"2021","11590","서울_동작","중앙하이츠빌","서울특별시 동작구 상도동 415 중앙하이츠빌",110000,2003,85,14,4271,1
"10533",2021-03-18,2021-03-01,"2021","11590","서울_동작","상도동래미안1차","서울특별시 동작구 상도동 450 상도동래미안1차",116000,2004,85,5,4504,1
"10534",2021-03-18,2021-03-01,"2021","11590","서울_동작","쌍용스윗닷홈","서울특별시 동작구 상도동 418 쌍용스윗닷홈",65000,2003,60,9,3575,1
"10535",2021-03-18,2021-03-01,"2021","11590","서울_동작","성우2차","서울특별시 동작구 상도동 375-5 성우2차",28000,1994,76,2,1216,1
"10536",2021-03-18,2021-03-01,"2021","11590","서울_동작","상도두산위브","서울특별시 동작구 상도동 529 상도두산위브",129500,2010,85,6,5028,1
"10537",2021-03-18,2021-03-01,"2021","11590","서울_동작","힐스테이트 상도 센트럴파크","서울특별시 동작구 상도동 531 힐스테이트 상도 센트럴파크",149000,2012,85,5,5785,1
"10538",2021-03-19,2021-03-01,"2021","11590","서울_동작","경향렉스빌","서울특별시 동작구 상도동 445 경향렉스빌",65800,2002,62,13,3502,1
"10539",2021-03-20,2021-03-01,"2021","11590","서울_동작","이수브라운스톤상도","서울특별시 동작구 상도동 527 이수브라운스톤상도",125800,2007,85,13,4884,1
"10540",2021-03-20,2021-03-01,"2021","11590","서울_동작","상도더샵2차","서울특별시 동작구 상도동 534 상도더샵2차",125000,2014,85,9,4853,1
"10541",2021-03-20,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 상도동 411 대림아파트",81000,1995,85,2,3145,1
"10542",2021-03-20,2021-03-01,"2021","11590","서울_동작","경향렉스빌","서울특별시 동작구 상도동 445 경향렉스빌",64500,2002,62,2,3433,1
"10543",2021-03-20,2021-03-01,"2021","11590","서울_동작","힐스테이트 상도 센트럴파크","서울특별시 동작구 상도동 531 힐스테이트 상도 센트럴파크",127500,2012,60,6,7012,1
"10544",2021-03-23,2021-03-01,"2021","11590","서울_동작","상도휴엔하임","서울특별시 동작구 상도동 363-164 상도휴엔하임",15500,2016,15,12,3410,1
"10545",2021-03-24,2021-03-01,"2021","11590","서울_동작","상도휴엔하임","서울특별시 동작구 상도동 363-164 상도휴엔하임",15000,2016,15,9,3300,1
"10546",2021-03-26,2021-03-01,"2021","11590","서울_동작","삼성래미안2","서울특별시 동작구 상도동 421 삼성래미안2",143000,2003,115,5,4103,1
"10547",2021-03-27,2021-03-01,"2021","11590","서울_동작","상도갑을명가1차","서울특별시 동작구 상도동 458 상도갑을명가1차",69000,2006,84,8,2711,1
"10548",2021-03-28,2021-03-01,"2021","11590","서울_동작","중앙하이츠빌","서울특별시 동작구 상도동 415 중앙하이츠빌",104000,2003,85,1,4038,1
"10549",2021-03-29,2021-03-01,"2021","11590","서울_동작","상도휴엔하임","서울특별시 동작구 상도동 363-164 상도휴엔하임",15500,2016,15,13,3410,1
"10550",2021-03-30,2021-03-01,"2021","11590","서울_동작","쌍용스윗닷홈","서울특별시 동작구 상도동 418 쌍용스윗닷홈",95000,2003,60,4,5225,1
"10551",2021-03-24,2021-03-01,"2021","11590","서울_동작","백경","서울특별시 동작구 상도1동 328-11 백경",45000,2002,60,5,2475,1
"10552",2021-03-12,2021-03-01,"2021","11590","서울_동작","한강쌍용","서울특별시 동작구 본동 150 한강쌍용",86000,1999,60,2,4730,1
"10553",2021-03-12,2021-03-01,"2021","11590","서울_동작","한강쌍용","서울특별시 동작구 본동 150 한강쌍용",86000,1999,60,2,4730,1
"10554",2021-03-12,2021-03-01,"2021","11590","서울_동작","래미안트윈파크","서울특별시 동작구 본동 494 래미안트윈파크",156000,2011,85,8,6056,1
"10555",2021-03-13,2021-03-01,"2021","11590","서울_동작","경동윈츠리버","서울특별시 동작구 본동 484 경동윈츠리버",86900,2004,57,4,5031,1
"10556",2021-03-16,2021-03-01,"2021","11590","서울_동작","삼성래미안","서울특별시 동작구 본동 492 삼성래미안",108300,2004,60,6,5956,1
"10557",2021-03-19,2021-03-01,"2021","11590","서울_동작","삼성래미안","서울특별시 동작구 본동 492 삼성래미안",125000,2004,84,16,4911,1
"10558",2021-03-02,2021-03-01,"2021","11590","서울_동작","아크로리버하임","서울특별시 동작구 흑석동 341 아크로리버하임",163500,2019,60,23,8992,1
"10559",2021-03-18,2021-03-01,"2021","11590","서울_동작","우리유앤미","서울특별시 동작구 흑석동 329 우리유앤미",87000,2003,60,16,4785,1
"10560",2021-03-20,2021-03-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",148000,1988,83,4,5884,1
"10561",2021-03-20,2021-03-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",143750,1988,66,10,7187,1
"10562",2021-03-20,2021-03-01,"2021","11590","서울_동작","흑석한강센트레빌Ⅱ","서울특별시 동작구 흑석동 339 흑석한강센트레빌Ⅱ",203000,2012,146,11,4588,1
"10563",2021-03-24,2021-03-01,"2021","11590","서울_동작","흑석한강센트레빌Ⅱ","서울특별시 동작구 흑석동 339 흑석한강센트레빌Ⅱ",162000,2012,85,2,6289,1
"10564",2021-03-24,2021-03-01,"2021","11590","서울_동작","한강현대","서울특별시 동작구 흑석동 28 한강현대",186500,1988,131,4,4698,1
"10565",2021-03-31,2021-03-01,"2021","11590","서울_동작","흑석동양아파트","서울특별시 동작구 흑석동 328 흑석동양아파트",108000,2003,85,9,4193,1
"10566",2021-03-01,2021-03-01,"2021","11590","서울_동작","이수힐스테이트","서울특별시 동작구 동작동 333 이수힐스테이트",149500,2013,85,9,5804,1
"10567",2021-03-06,2021-03-01,"2021","11590","서울_동작","이수힐스테이트","서울특별시 동작구 동작동 333 이수힐스테이트",140000,2013,60,6,7700,1
"10568",2021-03-20,2021-03-01,"2021","11590","서울_동작","이수힐스테이트","서울특별시 동작구 동작동 333 이수힐스테이트",149000,2013,85,1,5785,1
"10569",2021-03-01,2021-03-01,"2021","11590","서울_동작","사당롯데캐슬2차","서울특별시 동작구 사당동 1149 사당롯데캐슬2차",107350,2004,72,13,4920,1
"10570",2021-03-03,2021-03-01,"2021","11590","서울_동작","사당자이","서울특별시 동작구 사당동 1139 사당자이",85000,1999,60,19,4675,1
"10571",2021-03-03,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 사당동 169-32 현대",110000,1991,120,13,3025,1
"10572",2021-03-05,2021-03-01,"2021","11590","서울_동작","사당우성3","서울특별시 동작구 사당동 105 사당우성3",137500,1993,108,6,4201,1
"10573",2021-03-06,2021-03-01,"2021","11590","서울_동작","사당우성3","서울특별시 동작구 사당동 105 사당우성3",148000,1993,108,10,4522,1
"10574",2021-03-07,2021-03-01,"2021","11590","서울_동작","신동아5","서울특별시 동작구 사당동 1137 신동아5",132000,1998,115,13,3788,1
"10575",2021-03-08,2021-03-01,"2021","11590","서울_동작","롯데캐슬","서울특별시 동작구 사당동 1132 롯데캐슬",119000,2003,85,3,4620,1
"10576",2021-03-10,2021-03-01,"2021","11590","서울_동작","이수역리가","서울특별시 동작구 사당동 1157 이수역리가",138000,2013,85,2,5358,1
"10577",2021-03-13,2021-03-01,"2021","11590","서울_동작","진흥아리엘","서울특별시 동작구 사당동 1142 진흥아리엘",70400,2004,85,2,2733,1
"10578",2021-03-15,2021-03-01,"2021","11590","서울_동작","신동아4","서울특별시 동작구 사당동 105 신동아4",115000,1993,60,11,6325,1
"10579",2021-03-15,2021-03-01,"2021","11590","서울_동작","사당자이","서울특별시 동작구 사당동 1139 사당자이",84500,1999,60,3,4647,1
"10580",2021-03-15,2021-03-01,"2021","11590","서울_동작","신동아4","서울특별시 동작구 사당동 105 신동아4",115000,1993,60,11,6325,1
"10581",2021-03-16,2021-03-01,"2021","11590","서울_동작","이너스내안애","서울특별시 동작구 사당동 1156 이너스내안애",90500,2012,85,2,3514,1
"10582",2021-03-18,2021-03-01,"2021","11590","서울_동작","이수역리가","서울특별시 동작구 사당동 1157 이수역리가",139500,2013,85,11,5416,1
"10583",2021-03-19,2021-03-01,"2021","11590","서울_동작","극동","서울특별시 동작구 사당동 105 극동",89300,1993,47,13,6270,1
"10584",2021-03-20,2021-03-01,"2021","11590","서울_동작","대성유니드","서울특별시 동작구 사당동 1155 대성유니드",81000,2009,66,1,4050,1
"10585",2021-03-20,2021-03-01,"2021","11590","서울_동작","극동","서울특별시 동작구 사당동 105 극동",114000,1993,59,12,6376,1
"10586",2021-03-20,2021-03-01,"2021","11590","서울_동작","르메이에르","서울특별시 동작구 사당동 1141 르메이에르",64000,2001,59,14,3580,1
"10587",2021-03-20,2021-03-01,"2021","11590","서울_동작","사당해그린","서울특별시 동작구 사당동 1145 사당해그린",78000,2004,85,4,3028,1
"10588",2021-03-20,2021-03-01,"2021","11590","서울_동작","극동","서울특별시 동작구 사당동 105 극동",145000,1993,120,8,3987,1
"10589",2021-03-20,2021-03-01,"2021","11590","서울_동작","대성유니드","서울특별시 동작구 사당동 1155 대성유니드",81000,2009,66,1,4050,1
"10590",2021-03-20,2021-03-01,"2021","11590","서울_동작","진흥아리엘","서울특별시 동작구 사당동 1142 진흥아리엘",73700,2004,85,3,2861,1
"10591",2021-03-22,2021-03-01,"2021","11590","서울_동작","르메이에르","서울특별시 동작구 사당동 1141 르메이에르",60000,2001,59,14,3356,1
"10592",2021-03-23,2021-03-01,"2021","11590","서울_동작","대림","서울특별시 동작구 사당동 169-8 대림",143000,1990,85,14,5552,1
"10593",2021-03-23,2021-03-01,"2021","11590","서울_동작","반석블레스","서울특별시 동작구 사당동 1158 반석블레스",71000,2016,60,13,3905,1
"10594",2021-03-24,2021-03-01,"2021","11590","서울_동작","사당우성2","서울특별시 동작구 사당동 105 사당우성2",86000,1993,47,11,6038,1
"10595",2021-03-27,2021-03-01,"2021","11590","서울_동작","경남아너스빌1차","서울특별시 동작구 사당동 1134 경남아너스빌1차",84000,1997,60,8,4620,1
"10596",2021-03-31,2021-03-01,"2021","11590","서울_동작","사당롯데캐슬2차","서울특별시 동작구 사당동 1149 사당롯데캐슬2차",112700,2004,85,12,4375,1
"10597",2021-03-06,2021-03-01,"2021","11590","서울_동작","대방동현대","서울특별시 동작구 대방동 502 대방동현대",87000,1994,60,19,4785,1
"10598",2021-03-06,2021-03-01,"2021","11590","서울_동작","우정","서울특별시 동작구 대방동 505 우정",74500,1999,60,13,4098,1
"10599",2021-03-11,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",130000,1993,85,2,5047,1
"10600",2021-03-13,2021-03-01,"2021","11590","서울_동작","주공2","서울특별시 동작구 대방동 503 주공2",80000,1995,52,9,5077,1
"10601",2021-03-13,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",143000,1993,85,7,5552,1
"10602",2021-03-13,2021-03-01,"2021","11590","서울_동작","현대홈타운2","서울특별시 동작구 대방동 506 현대홈타운2",88500,1999,60,16,4868,1
"10603",2021-03-13,2021-03-01,"2021","11590","서울_동작","우정","서울특별시 동작구 대방동 505 우정",88700,1999,85,9,3444,1
"10604",2021-03-13,2021-03-01,"2021","11590","서울_동작","우정","서울특별시 동작구 대방동 505 우정",83500,1999,85,6,3242,1
"10605",2021-03-20,2021-03-01,"2021","11590","서울_동작","대방1차e-편한세상","서울특별시 동작구 대방동 508 대방1차e-편한세상",141000,2003,84,9,5539,1
"10606",2021-03-23,2021-03-01,"2021","11590","서울_동작","아데나339","서울특별시 동작구 대방동 515 아데나339",12700,2012,15,6,2794,1
"10607",2021-03-27,2021-03-01,"2021","11590","서울_동작","성원","서울특별시 동작구 대방동 500 성원",113000,1994,84,2,4439,1
"10608",2021-03-28,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",135100,1993,85,5,5245,1
"10609",2021-03-30,2021-03-01,"2021","11590","서울_동작","대림아파트","서울특별시 동작구 대방동 501 대림아파트",124500,1993,85,4,4834,1
"10610",2021-03-01,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",105000,1996,85,11,4076,1
"10611",2021-03-01,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",97800,1996,85,11,3797,1
"10612",2021-03-02,2021-03-01,"2021","11590","서울_동작","보라매e편한세상","서울특별시 동작구 신대방동 720 보라매e편한세상",138000,2010,129,15,3530,1
"10613",2021-03-03,2021-03-01,"2021","11590","서울_동작","신대방경남","서울특별시 동작구 신대방동 712 신대방경남",98500,2003,78,17,4167,1
"10614",2021-03-04,2021-03-01,"2021","11590","서울_동작","삼성보라매옴니타워","서울특별시 동작구 신대방동 395-62 삼성보라매옴니타워",110000,1997,165,23,2200,1
"10615",2021-03-06,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",103000,1996,85,16,3999,1
"10616",2021-03-06,2021-03-01,"2021","11590","서울_동작","보라매파크빌","서울특별시 동작구 신대방동 711 보라매파크빌",127000,2002,85,8,4931,1
"10617",2021-03-06,2021-03-01,"2021","11590","서울_동작","신대방경남","서울특별시 동작구 신대방동 712 신대방경남",99700,2003,78,7,4218,1
"10618",2021-03-09,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",101800,1996,85,4,3952,1
"10619",2021-03-11,2021-03-01,"2021","11590","서울_동작","현대","서울특별시 동작구 신대방동 707 현대",1e+05,1996,85,20,3882,1
"10620",2021-03-12,2021-03-01,"2021","11590","서울_동작","롯데낙천대","서울특별시 동작구 신대방동 713 롯데낙천대",86000,2003,55,6,5160,1
"10621",2021-03-15,2021-03-01,"2021","11590","서울_동작","성원상떼빌","서울특별시 동작구 신대방동 719 성원상떼빌",103500,2006,85,25,4018,1
